prediction,level
11.973100769600766,1
45.36472029822031,3
6.485974867724869,0
29.449019841269845,2
16.59823015873016,2
62.06632671957672,3
5.343273998197817,0
9.024329184094535,0
34.96850288600289,3
15.17206328322598,1
94.5534484126984,3
28.73572671310171,2
27.566525132275117,2
6.879905274643133,0
21.621329365079365,2
32.21207671957673,3
13.85364550264551,1
15.36344444444444,1
8.13070502645503,0
66.831708994709,3
7.32776905501905,0
18.599406084656078,2
17.187805424287934,2
5.654706349206348,0
5.502739417989418,0
7.150280423280422,0
20.370615800865796,2
14.594285594035597,1
17.98427717652717,2
7.191986628242294,0
7.243976772410601,0
8.428575396825403,0
14.019150793650796,1
14.523191798941795,1
25.458933235756444,2
7.1904437559180705,0
17.01034231672468,2
27.099295334295338,2
14.62743879268879,1
57.790730158730135,3
15.781621233213992,2
105.23851984126982,3
18.996659383999532,2
18.668724386724378,2
11.409840889149457,1
33.36685846560845,3
16.01780623324598,2
98.87411904761905,3
28.35387037037037,2
8.631585978835975,0
41.66853644435016,3
10.032031390232289,1
16.753793650793668,2
19.47960978835978,2
4.8278121600621615,0
12.235666666666665,1
51.009556878306874,3
13.487297619047617,1
62.09416269841272,3
9.035823850720188,0
36.576883597883594,3
11.502545127716562,1
12.803619047619046,1
23.997706349206354,2
19.16229497586542,2
62.19338461459942,3
10.193466931216935,1
4.784934463684464,0
7.536529296225222,0
26.305511904761904,2
5.849902116402117,0
4.97663095238095,0
55.22846067821065,3
4.624325396825401,0
15.095877594627597,1
6.045753968253967,0
9.584161616161612,1
19.65047421194108,2
21.875366402116406,2
8.06479365079365,0
7.590095238095241,0
59.809788359788364,3
18.67921831706241,2
30.50098581048582,3
16.142951302068223,2
10.00372222222222,1
9.453997301931565,1
14.281166666666671,1
3.886968121780106,0
16.669749999999993,2
14.755835387473471,1
8.527360939422712,0
42.29956120731124,3
11.45392857142857,1
16.537887566137567,2
33.46011111111111,3
21.545409743518924,2
76.01421428571432,3
18.709649470899468,2
22.95164365079364,2
20.631836655282488,2
32.93611772486771,3
34.43781084656083,3
43.99499266474266,3
33.44242857142859,3
16.89695805860813,2
14.808468614718606,1
64.379873015873,3
51.51574470899472,3
10.22789814814814,1
32.91132431457432,3
40.1546798941799,3
14.046463706724142,1
7.955368933697878,0
13.48650396825397,1
18.36393518518518,2
37.81957142857145,3
7.692443732193157,0
21.83627513227513,2
6.404172259703352,0
74.41141269841269,3
7.506452380952377,0
13.225428571428575,1
62.31098015873015,3
10.885678934710514,1
12.016176208183419,1
17.024287605640552,2
44.45287433862432,3
3.9966209748622115,0
18.044318163231882,2
54.73055687830688,3
48.96283333333336,3
21.954225652515124,2
6.888222222222221,0
83.2024682539682,3
8.462867724867726,0
20.803780423280422,2
10.231435185185187,1
12.214740931726222,1
10.062693121693126,1
48.45925396825398,3
39.32776855865488,3
10.242207671957676,1
57.331869047619065,3
17.018262731168594,2
7.161690166071746,0
15.74330099593908,2
12.066231962481963,1
22.385945767195764,2
14.157772440535979,1
7.169507936507937,0
19.561432539682535,2
3.412730441619671,0
27.041564047064067,2
12.623490740740735,1
8.372623015873016,0
11.285715608465615,1
16.959112433862447,2
102.01120761183257,3
7.2862050264550255,0
6.441427248677244,0
22.358309163059165,2
7.748718253968255,0
6.62752777777778,0
17.86084523809524,2
9.968337065233618,1
33.45661772486774,3
11.43805172660438,1
86.12982234432239,3
12.018728351255442,1
5.810171452056892,0
82.49726617364115,3
38.1672619047619,3
7.890567790188633,0
49.793417027417014,3
6.982384920634921,0
12.812472342472345,1
10.916563492063496,1
17.279102648618434,2
12.772321428571425,1
7.501806878306881,0
76.95676418951417,3
45.65448280423281,3
5.00463035113035,0
10.522105820105816,1
10.139762626262623,1
35.85731691565514,3
12.674663540163536,1
58.552293650793644,3
21.10104027986607,2
8.383807224910168,0
49.722698412698385,3
15.303958994708994,1
11.273757936507934,1
14.631638613861854,1
9.311232774537695,1
13.940190476190473,1
5.2615221949721,0
31.42989285714286,3
7.714758297258297,0
11.128341269841263,1
25.484424603174617,2
7.639247354497356,0
22.248086044738585,2
47.14712301587305,3
9.920731601731603,1
4.889742063492061,0
52.24619047619048,3
27.383780423280427,2
16.092661368240883,2
29.339365079365088,2
13.861196097031629,1
12.161829968967414,1
3.5028346560846564,0
49.99912373737376,3
14.323662698412702,1
21.91048689081069,2
8.318728737398345,0
18.66980158730158,2
8.14812962962963,0
10.757427849927845,1
19.45276587301586,2
5.889214285714285,0
14.081440476190473,1
26.285151446072184,2
7.350776875374257,0
42.44030423280424,3
7.068075396825398,0
5.932849206349209,0
21.489976190476195,2
16.69698909730926,2
76.5007208994709,3
33.164325396825376,3
14.11236530964163,1
93.16883862433862,3
25.565191798941786,2
33.91431481481483,3
21.87014773294972,2
6.836667027417026,0
4.447121151996154,0
6.405465608465606,0
10.502726190476194,1
9.676185786435786,1
4.6417983456408605,0
23.63731084656085,2
14.640933878662912,1
7.702835869105473,0
11.52408352431882,1
48.6629365079365,3
8.39924603174603,0
22.44219116026845,2
10.667890211875209,1
16.492068181818183,2
14.424579365079365,1
30.520892857142858,3
46.05724867724869,3
18.050032587782596,2
3.8924357864357875,0
15.597939386865862,2
18.42046663358428,2
7.395683832640419,0
47.35577777777778,3
24.962999999999997,2
67.25307804232807,3
8.385869047619048,0
13.045760582010578,1
5.812271193260878,0
58.32798677248682,3
6.034753968253968,0
3.4532605221289434,0
29.415123015873025,2
12.506978450455025,1
15.468206349206357,1
22.100105820105828,2
26.03539142366236,2
20.766903891500117,2
32.097402116402115,3
8.996610805860811,0
20.476436507936516,2
15.665174720987855,2
51.46882354464711,3
17.14601058201058,2
9.53583862433863,1
25.09504232804233,2
12.635726190476188,1
28.5252328042328,2
14.719924603174604,1
3.5399020146520144,0
4.921424603174603,0
9.135126984126982,1
12.669432539682543,1
6.1647392977393,0
20.603998696235536,2
96.30835846560852,3
27.582697089947086,2
7.235323660415617,0
39.08571143671144,3
91.45775793650795,3
39.61233862433865,3
15.650400793650796,2
63.52279366243075,3
36.91187962962963,3
29.789637566137564,3
10.028246031746034,1
35.75775661375661,3
11.080307724195887,1
29.94812962962962,3
8.036291847041843,0
8.919371473276358,0
5.346544973544974,0
5.033074074074073,0
12.1395572224442,1
5.387960317460319,0
22.253781746031734,2
14.009833819841354,1
6.952715332577794,0
18.64052777777778,2
5.36052777777778,0
18.322650793650784,2
10.258696697158351,1
11.600726190476198,1
14.356646825396826,1
15.27511885477503,1
10.69826984126984,1
57.293916666666654,3
78.13272619047615,3
26.35271428571428,2
33.891801957301944,3
11.611228835978837,1
10.43242496392496,1
15.365408773251247,1
7.636154761904764,0
6.6102889610389655,0
34.994916666666676,3
12.499441209716213,1
13.315603174603176,1
11.970419694213161,1
3.4367283272283284,0
19.927363539101492,2
28.112111351611347,2
20.993047619047616,2
40.22315608465608,3
3.5800820105820126,0
32.277587301587296,3
8.07770875897054,0
16.298074989824986,2
25.51828306878307,2
57.66319275500326,3
6.8029515392015405,0
3.5893638818910554,0
19.77815062788401,2
15.033773077867139,1
6.265041486291485,0
17.370420454545446,2
3.358452380952381,0
20.913410052910056,2
42.08242110326321,3
9.021104256854256,0
5.825589947089946,0
6.247637566137568,0
7.776382617382618,0
13.504248677248679,1
10.68046428571429,1
63.30090211640214,3
22.981920634920627,2
9.655047619047624,1
12.338040283790283,1
8.859647759103638,0
34.09393518518518,3
7.0029365079365045,0
43.27931216931218,3
67.52309403559404,3
52.8036388888889,3
4.030003968253969,0
24.41537037037036,2
12.220013329263333,1
4.189537037037036,0
8.811060146280736,0
4.857152116402115,0
53.735630952380944,3
4.233530970154691,0
39.147224867724844,3
6.465655372405375,0
27.621851037851034,2
14.023150793650792,1
7.309694518730897,0
15.575654945444422,1
7.93788095238095,0
8.215882825929379,0
28.87163227513228,2
20.198206587759223,2
7.066639744786808,0
23.310329365079372,2
31.425091269841257,3
14.932817460317473,1
26.960638888888887,2
31.073373015873003,3
7.406388517681996,0
27.971595238095226,2
15.133408730158722,1
24.602063492063483,2
16.13126467051467,2
28.74417195767196,2
17.920555555555552,2
14.643038135856454,1
13.636038359788358,1
15.026962878506357,1
17.914234785462476,2
33.11428006253007,3
5.983407095922341,0
43.68465343915345,3
14.669554568482202,1
30.431807584958896,3
6.7836018518518495,0
6.557083411958416,0
19.173030423280423,2
60.2981388888889,3
4.277230158730157,0
21.81537187557015,2
12.230524782033456,1
10.567712651479164,1
38.56678174603176,3
10.114064814814812,1
7.000392857142856,0
17.803722823204712,2
50.49907010582009,3
7.129232804232805,0
13.975979071772926,1
4.0881812169312175,0
15.994656084656084,2
6.75332285453338,0
5.573435185185182,0
29.522639906389916,2
84.71565079365077,3
7.3050952380952365,0
26.612882275132268,2
45.444785353535345,3
5.494063266191175,0
8.65901455026455,0
9.945558201058201,1
24.4336626984127,2
23.255387566137568,2
6.5578492063492035,0
11.575367724867721,1
9.782077266922094,1
18.760773809523812,2
71.94595400895399,3
11.675541125541123,1
74.0156177248677,3
23.310909331409327,2
16.31911507936508,2
20.65085185936945,2
39.123280423280384,3
94.46461904761901,3
23.466495034595027,2
19.201546296296296,2
29.596936507936487,2
83.73832985587397,3
18.503964285714282,2
37.54999470899473,3
13.78273412698413,1
4.52276851851852,0
10.446762792762797,1
6.310012746512748,0
9.722448412698407,1
7.947403559403562,0
13.293469174680164,1
8.237984126984124,0
29.80939682539682,3
19.96208333333333,2
6.974393611490219,0
3.185907699153123,0
17.175181605660704,2
7.723504071048425,0
17.056497354497356,2
44.04123677248678,3
8.214601851851855,0
3.4668673178673166,0
7.241837854631641,0
9.115559523809528,1
94.91238359788362,3
53.68207142857143,3
8.838654761904765,0
36.37015404040404,3
16.356107142857137,2
14.175062169312163,1
41.32575793650794,3
47.44125793650793,3
6.807575396825397,0
18.811669312169315,2
18.976157407407413,2
20.733973544973537,2
12.271964285714288,1
9.64055555555556,1
47.00034523809524,3
5.285277417027417,0
42.98784771783107,3
47.17440079365081,3
24.776853174603165,2
7.809854377104375,0
19.604156791427513,2
38.427532520584,3
13.304694083694084,1
25.770656685906683,2
15.610417388167388,2
24.675649973120564,2
10.087137844611528,1
12.20643915343915,1
14.78479497354498,1
5.952666381529028,0
10.65143650793651,1
9.966843314093307,1
16.941513566039355,2
11.582698412698415,1
8.19126851851852,0
7.60636439835685,0
13.864228078718115,1
28.583839947089945,2
29.866882275132284,3
20.345502203611865,2
9.454218253968257,1
60.202276610644255,3
13.922908628408631,1
21.457414021164016,2
80.76580594460007,3
17.704310846560837,2
10.273396825396825,1
30.767181216931228,3
5.907648268398268,0
37.50614153439152,3
50.3233306878307,3
18.252953703703692,2
8.32596356421357,0
10.069374301681577,1
14.729963804713806,1
10.551115079365081,1
13.42910881370092,1
14.192992063492072,1
15.048916971916976,1
18.8669792616735,2
18.095843915343917,2
32.89576984126984,3
14.834399175190528,1
20.359451546284273,2
34.537280321530325,3
4.096400793650792,0
12.45164682539683,1
13.21790151515152,1
7.387632275132273,0
39.97930339105338,3
73.26412570741546,3
4.54248869439739,0
16.027146103896104,2
4.678008921235213,0
83.37172222222223,3
6.395527601822197,0
87.97835449735446,3
6.185236990867427,0
25.557194444444423,2
13.709588561414224,1
27.54894769119769,2
16.739902598554423,2
16.171378066441232,2
33.65268650793651,3
24.029576719576728,2
119.00417460317452,3
9.603919071669072,1
15.274335978835976,1
6.360009259259261,0
7.4391442178679,0
13.987941287802826,1
15.719373015873016,2
17.51874735449736,2
9.473966606922488,1
16.148142857142865,2
25.711674603174608,2
5.52138888888889,0
10.283519841269843,1
5.141289682539681,0
20.80967857142858,2
87.34986507936512,3
9.23562738670285,1
8.914031746031748,0
22.35797582972583,2
9.03957013638644,0
11.671330687830686,1
30.088396825396842,3
20.55211111111111,2
56.226454184704195,3
13.756425925925932,1
15.653805697818774,2
6.7204933587287785,0
21.097174222276355,2
96.30973148148146,3
46.39818584656086,3
32.74823412698414,3
11.976255291005295,1
9.71901407264345,1
21.350142570392563,2
32.65962301587302,3
18.51869408369408,2
5.202629662966392,0
8.177971380471378,0
75.91684129198453,3
6.6479537037037035,0
12.59195451770452,1
3.4861468253968253,0
21.591261904761904,2
7.854376984126987,0
5.8506817841401935,0
34.43935714285715,3
29.149878306878303,2
7.804095238095236,0
8.240276455026455,0
31.05883994708995,3
15.644136834036631,2
16.376061207311203,2
69.89400793650796,3
36.43314682539682,3
89.21588095238094,3
24.17899603174604,2
9.053936507936509,1
4.209138888888888,0
31.993808201058187,3
39.02596645021642,3
36.55937301587302,3
86.53401241351246,3
11.597785648783583,1
69.78482936507937,3
12.526933537681563,1
41.66102380952379,3
27.503059523809522,2
9.264430928684058,1
7.195186507936504,0
18.022519200846602,2
7.9315462962962995,0
9.650722222222216,1
9.109576719576724,1
10.572658730158734,1
2.3112089947089953,0
7.7405277777777775,0
39.55778571428574,3
3.689319597069598,0
34.26873304473303,3
19.131615422731873,2
6.826425682950523,0
11.712722222222222,1
5.211177248677248,0
16.126635942760945,2
33.210965007215,3
43.90144312169313,3
12.64947103870788,1
11.578512168387167,1
6.0189047619047615,0
39.14150529100528,3
11.746255554456907,1
16.00080735930736,2
23.013009259259242,2
13.117841544083024,1
14.801221544809396,1
10.878718068968075,1
38.32751376401378,3
19.776504477004465,2
70.42551665787123,3
22.76496296296296,2
10.72625925925926,1
10.0021911460118,1
23.26899419488893,2
13.289399470899475,1
9.645225727357122,1
13.04607671957672,1
40.648480158730166,3
16.0160192385071,2
52.66690781521218,3
8.13827778938086,0
16.292658007197485,2
30.8739870600414,3
8.391145502645506,0
7.953316137566141,0
6.076616402116402,0
15.549232608695252,1
6.503238095238097,0
39.81363492063494,3
6.793164021164023,0
6.047991108730237,0
46.06630687830691,3
17.348158970658968,2
40.65608068783068,3
39.180293650793665,3
8.442464285714284,0
4.104976190476193,0
54.427123015873,3
17.969278816862158,2
20.126764690609527,2
57.430241101491085,3
5.678630422281932,0
52.07551984126986,3
47.24816931216934,3
10.230780423280423,1
9.432633068783069,1
19.342969121355683,2
10.179120193159669,1
13.562708697787206,1
16.56873117407627,2
11.258,1
3.129319257533931,0
3.319734006734007,0
9.716169952424893,1
5.8913284030784006,0
4.506578884078884,0
67.3421230854915,3
8.15265873015873,0
8.425894179894183,0
36.26336904761905,3
27.976538359788368,2
12.168970666044192,1
6.987955827067672,0
14.281812169312166,1
19.831637566137566,2
15.08665745414716,1
3.181006613756612,0
29.83437962962965,3
16.668219022933012,2
16.111117982292456,2
25.720810966810962,2
12.614870472120474,1
15.559980158730168,1
20.01903995942334,2
23.67601476927331,2
44.27156782106786,3
6.232739417989419,0
31.60655952380953,3
8.693265835042101,0
81.55524765512263,3
19.89269708994709,2
14.366562169312168,1
19.50231834474158,2
38.16410016835017,3
14.62847931697931,1
22.328262025012023,2
17.148140211640204,2
43.43761904761904,3
4.9868095238095265,0
17.269422196145666,2
16.74339814814815,2
14.767589239635345,1
20.65217908017908,2
4.394309260129053,0
5.48840476190476,0
23.383301726538573,2
10.715397042563296,1
17.98942231736025,2
26.519983115468413,2
5.742096560846562,0
11.176551587301592,1
22.87117063492063,2
13.269018670413415,1
18.87395580808081,2
8.630300264550261,0
8.905372134038803,0
5.590876863876863,0
33.758289682539676,3
6.638716089466091,0
94.32307010582008,3
12.132880952380948,1
27.70571031746031,2
47.59427513227514,3
8.591448341383826,0
6.812463448860509,0
17.001340269547068,2
34.294276760276766,3
2.7922037037037044,0
15.638380047340576,2
8.041834990861991,0
12.017913324979112,1
57.18618650793651,3
37.192953037703056,3
8.938604357615363,0
29.148958994708998,2
22.32802976190476,2
7.547958333333331,0
12.816234126984131,1
15.15796825396826,1
9.19977380952381,1
54.803492395177926,3
12.221737232574196,1
16.889828937489476,2
35.98126879239922,3
14.575899470899467,1
39.47694973544975,3
10.354226190476192,1
5.415423280423281,0
5.908962352462355,0
15.310345238095232,1
8.537427211011657,0
45.163322751322774,3
39.83032142857144,3
8.907677211282392,0
20.09981527007615,2
16.359570705610185,2
23.697994949494955,2
3.390880952380951,0
32.97659920634922,3
10.269236772486769,1
8.238587301587302,0
75.80300396825389,3
5.301832394543036,0
27.351984126984103,2
7.2558253968254,0
14.951786274833223,1
14.655130402363378,1
37.986432539682546,3
12.510530922743396,1
9.314562423687423,1
14.908852263381768,1
5.412119047619047,0
12.271115079365073,1
35.65133558671602,3
25.199604523495832,2
29.669419312169303,3
46.79398412698415,3
3.3008796296296303,0
8.525577604360207,0
5.564753689780002,0
18.662247474747474,2
16.14499735449735,2
6.572684343434345,0
17.179555265188093,2
50.559904761904775,3
23.56831911304305,2
11.941785714285707,1
20.29997330447331,2
10.490062298338396,1
5.143533833214414,0
64.50597751322752,3
6.553181818181817,0
34.043894179894174,3
18.76823408908153,2
19.78167724867725,2
10.78545093795094,1
9.608269841269845,1
22.615841269841262,2
37.63964550264549,3
7.626865079365079,0
36.085520562770554,3
24.068498677248662,2
8.398426604876606,0
44.7798655108508,3
19.15597486772487,2
22.681825396825413,2
6.200641534391533,0
27.15060107795019,2
68.30676984126983,3
8.376984126984127,0
36.9304060846561,3
19.077365467284405,2
8.84168722943723,0
3.738403913778362,0
3.604074304117784,0
10.165529942279948,1
5.8358176908350075,0
28.754703703703708,2
16.894239417989418,2
35.68750021421073,3
15.494816137566144,1
32.44352645502645,3
18.244350529100522,2
3.7095621693121705,0
64.03737301587299,3
3.8952261904761896,0
6.3765330687830675,0
86.96138780663776,3
21.450103174603168,2
20.10421346666391,2
24.845867258014316,2
10.096715884568859,1
43.669865079365074,3
7.384595238095233,0
10.39343650793651,1
18.418178062678066,2
12.672916185666185,1
11.75871548821549,1
14.492776455026451,1
5.655757936507935,0
12.298785714285717,1
78.42440608465608,3
13.842772486772493,1
27.05246031746031,2
26.799978835978838,2
12.423517195767197,1
71.22967989417991,3
5.1184867644912915,0
31.028214285714288,3
12.132874772619736,1
12.969493386243384,1
17.280273809523806,2
5.55206759472521,0
7.418352092352093,0
26.381707194995887,2
11.434035714285715,1
8.008351309210035,0
8.873462545252012,0
13.49355211964553,1
14.677230158730156,1
11.636651730676732,1
6.717706349206348,0
45.481082010582014,3
68.38586856661858,3
14.778042328042336,1
33.855287037037044,3
9.21329022988506,1
5.943667558620194,0
16.28822222222222,2
15.137349206349205,1
88.26746428571434,3
4.930559852737785,0
17.26924735449736,2
39.79127220846583,3
33.7468778073778,3
25.982836339586324,2
12.437576719576718,1
15.280366402116396,1
16.556493386243385,2
16.43163492063492,2
5.2611540528437075,0
4.888629649229228,0
27.535408730158732,2
12.69728439153439,1
14.172806890794623,1
60.93843650793653,3
40.067651606964304,3
8.990475895112494,0
7.091010705075326,0
45.472772005772,3
8.797773809523802,0
22.206096560846554,2
11.189746031746035,1
95.88642857142858,3
10.59251851851852,1
3.939366161616161,0
22.54666534391534,2
12.360749999999994,1
4.61728381096028,0
18.41301984126984,2
7.243730158730156,0
11.177462962962961,1
57.847116402116406,3
83.92310978835978,3
6.867030423280423,0
9.507608465608463,1
29.54145238095238,2
42.91647285012001,3
3.4231644388749647,0
58.52504100529101,3
19.83438492063492,2
16.01398015873016,2
8.20852897102897,0
9.013313981038118,0
15.730105323589196,2
17.83157407407408,2
23.50837962962962,2
44.04986688311686,3
27.66904100529099,2
20.741531746031743,2
15.77617670755171,2
66.61633933196434,3
21.540716931216934,2
18.12741402116402,2
22.81978835978836,2
51.55945634920631,3
21.195991876403152,2
68.09966666666666,3
23.486216931216944,2
7.674165343915343,0
15.563016155568857,1
11.700468253968257,1
23.338636253516256,2
5.102186507936507,0
22.78641798941799,2
11.455331770081772,1
5.271255291005289,0
51.46415211640212,3
10.308361111111116,1
10.23196777296777,1
14.957533086100051,1
71.06603703703703,3
20.77392212319844,2
5.605486291486288,0
41.7470873015873,3
17.335649950706408,2
80.66660582010584,3
12.687453703703696,1
3.0834312169312157,0
62.44775372775375,3
11.202682844932845,1
7.100598484848489,0
15.2713259768554,1
12.236728835978834,1
20.30188888888888,2
48.24100793650791,3
18.341798270049555,2
31.403210317460314,3
6.2820272616144655,0
6.595645502645503,0
73.74584259259261,3
20.5422962962963,2
14.350255875350701,1
5.32770238095238,0
5.354969987505793,0
30.459570105820088,3
28.991503968253948,2
15.224059523809522,1
13.986445165945161,1
7.179734788359789,0
15.774566921001705,2
18.835917508417516,2
25.777178571428575,2
19.096157407407414,2
59.93699074074074,3
6.99554280904281,0
55.88992195767194,3
64.48496825396825,3
7.672202140452145,0
30.170084776334775,3
13.189688355504153,1
32.35101984126984,3
29.117784391534393,2
14.982428618289859,1
8.702487179487177,0
12.536369047619049,1
30.364060846560843,3
9.700545829442888,1
18.771785714285723,2
29.990460317460304,3
8.631558201058201,0
7.169837301587301,0
55.60622883597885,3
17.46952380952381,2
29.461718253968254,2
12.732665343915347,1
20.411132275132275,2
17.754543324219636,2
23.923706296829064,2
36.111035714285705,3
11.40020238095238,1
8.120072538572536,0
35.434707431457426,3
8.766125185026533,0
16.38986924769077,2
17.656198892544847,2
14.495935110871432,1
45.10671387871388,3
6.323031746031747,0
91.81803679653682,3
27.540024712107062,2
83.1641084656085,3
13.086863044363044,1
22.866637566137566,2
14.210584656084654,1
9.820288982259571,1
12.004645750083247,1
70.74001876328295,3
6.6159071330764645,0
18.1515384593194,2
69.31911243386246,3
12.040083333333335,1
9.482935798328652,1
48.962299402014104,3
5.292612988862988,0
19.426535714285713,2
24.94542063492064,2
55.563559523809516,3
17.798337095073094,2
8.592483545534945,0
8.306103174603173,0
3.1933394154578365,0
5.738244890045333,0
9.32494841269841,1
16.507052450590216,2
7.1071349206349215,0
7.227658730158728,0
16.11750495278004,2
68.46159523809519,3
37.43675974025973,3
16.093293650793647,2
30.086265873015847,3
37.88784416323616,3
18.96260206484458,2
47.63055650710943,3
27.182480158730158,2
55.943769179894204,3
10.889004076481191,1
7.113685331849627,0
75.74212842712843,3
6.777499853459749,0
22.199554372041213,2
8.640991341991343,0
3.727205026455027,0
7.915158730158729,0
8.396198402131061,0
26.502030423280424,2
4.70110582010582,0
18.747712528461076,2
29.16118121693121,2
9.33623532948533,1
11.28592337511416,1
77.91781084656085,3
62.35854761904763,3
7.062760582010583,0
30.548168470418478,3
58.519506848317384,3
11.666111111111116,1
11.056444444444445,1
9.257403920153912,1
7.542132275132275,0
20.45729507485268,2
6.096429163822783,0
28.559424603174598,2
6.281488890194773,0
8.375256854256854,0
3.356501322751322,0
22.103329366285884,2
21.02414880952382,2
37.19584078884078,3
14.168510530010533,1
9.425265363675846,1
7.5009181096681115,0
34.267966931216925,3
3.8731671075837735,0
29.561447089947098,2
4.305058201058203,0
17.21814156336178,2
7.034695066915656,0
11.113865079365086,1
28.186729677729684,2
10.587670634920634,1
81.18774338624335,3
43.532623496873505,3
5.094517195767196,0
11.56277840659237,1
16.517771164021163,2
9.434358465608465,1
59.76710846560847,3
17.6518449742329,2
4.854685693935693,0
43.492222222222225,3
15.225916666666677,1
15.859274928774933,2
51.90548148148148,3
76.04244624819627,3
15.722574074074076,2
25.190342592592593,2
3.692669312169312,0
10.267692638842641,1
3.081543345543344,0
15.793302910052908,2
5.892275372775375,0
5.408132275132274,0
21.08300529100528,2
14.050458435355507,1
7.819359788359786,0
19.30931985275709,2
10.009134920634926,1
11.766758396595351,1
8.8999708994709,0
7.900257591442371,0
33.306005291005256,3
20.81288266363267,2
9.981038512413512,1
16.88302513227513,2
37.0023664021164,3
5.084706689041568,0
11.871132823291632,1
8.117561018408855,0
15.514984126984134,1
7.722805555555547,0
77.71352354127359,3
17.681952741702744,2
11.14098354376538,1
10.798448309974631,1
27.794879629629627,2
26.868321428571427,2
9.918100529100533,1
24.924207175177767,2
15.513944928129197,1
38.98600417175418,3
10.93598015873016,1
14.058545334295337,1
27.509689153439165,2
4.604619942583527,0
25.199327561327564,2
22.536945767195768,2
5.578190919217235,0
18.30610052910053,2
50.92095634920636,3
36.83070454545454,3
10.286503550543024,1
9.297263960889921,1
7.989624338624339,0
8.518646784347867,0
9.110242905242906,1
35.17016666666666,3
32.03525529100528,3
36.73586616161617,3
13.359580447330444,1
12.653223019683962,1
42.718957671957675,3
7.598177248677248,0
49.287770202020205,3
34.006293549043555,3
17.188141930509566,2
12.348761303511303,1
28.80201190476192,2
53.51353968253974,3
4.453951255858899,0
5.361239417989417,0
51.28047486772488,3
12.552480158730155,1
36.53369312169312,3
58.78426322751324,3
61.16047354497353,3
72.41831084656084,3
5.722492063492066,0
35.23485185185185,3
14.527209014669548,1
20.021170634920633,2
16.551322268213802,2
65.40585846560842,3
9.318882876382878,1
53.78983015822,3
16.60462770562771,2
9.969202380952378,1
18.766871635123515,2
30.69373893698894,3
6.155373015873017,0
11.210371693121688,1
16.98702380952381,2
6.8358928571428565,0
13.88229994276848,1
26.470407407407404,2
10.991817664361783,1
15.742243545920546,2
5.982994156699117,0
7.6943134920634835,0
7.356355820105819,0
94.476369047619,3
7.1720396825396815,0
24.457804232804236,2
14.874255970880979,1
5.739761904761905,0
